These,are,the,entries
with,flavors,that,were,deleted
=====,=====,=====,=====,=====,=====,=====
EntryID,Type,Name,FlavorAssetIDs,FlavorsSize,LastPlayedAt,CreatedAt
1_dcky5hkh,1,00008.mp4,"1_dnfdg5m1 1_li7mchn3 1_x8aoph5y 1_p4jvmei5 1_cr7yafje 1_8x5r25cw 1_5qkemqyw 1_yrxmnfl1",683,1473919200,1464089650
1_zsf00u83,1,"Bryn and Helen.mp4","1_b3e6v5kc 1_js7jmln7 1_agz2597m 1_8pno96ec 1_0o2znvsw 1_8qhbkx63 1_bzlxtc3j 1_57y4qbth 1_16dsw9vb",882480,1473919200,1464089919
1_my2mszib,5,"Advanced Civil SGS 5.mp3","1_0vu8f0jr 1_7bajslmj 1_p704i5qe 1_dziz1sbz 1_l5kpfoi9",193738,,1464097742
1_7ahwqstc,5,"Advanced Civil SGS 5.mp3","1_g0fcgcnl 1_hdzo7u1k 1_8f57twxm 1_jo1y3y23 1_320m0p45",193738,1473872400,1464098937
1_aybpx92d,1,"iPhone 150215 158.mp4","1_6x0mha76 1_4f5276r8 1_px3idi2u 1_ib4n5ti9 1_nb9novh7 1_tphpb2z7 1_ejne8iyq",23866,,1464258988
1_utkdxwni,1,"2nd Computer Science.wmv","1_gg97gl57 1_03ftp5f8 1_d0zgo7sf 1_mh9qi23f 1_47s5cqff",90551,,1464276015
1_mocc30zr,1,ashleigh.wmv,"1_ndbdhj7k 1_56uqy0z5 1_q57u9dyy 1_vf4xz2nk 1_5rcdyili 1_gc8hfd0d 1_l6vx0r57 1_otr6zn1a 1_nr3hr3wg",2205696,,1464291766
1_2rf1qgom,1,laura.wmv,"1_rm0vfnnv 1_aa77unza 1_dpiix6mx 1_tfhyq4te 1_4vfisl06 1_tgkm97a9 1_wzhf5y8x 1_9pp8oe0c 1_5ysa1sfm",1562726,,1464337801
1_t6u93wh2,1,ross.wmv,"1_p5369283 1_xdqtvwq1 1_f0enf1vy 1_ryi7o2lq 1_bwj8q5r1 1_j74juxjo 1_eolysh8r 1_26vr8bw4 1_st6s01w8",1101310,,1464339394
1_c9ch3oh5,1,sarah.wmv,"1_atoz9dcc 1_4uv707x7 1_iijzv173 1_nkh6k9ni 1_dli0xiis 1_rpnbw0b8 1_747q8m28 1_pbmpejrx 1_gc8g9u9i",1124454,,1464341740
1_b7j33gt4,1,discussion.wmv,"1_gh9dlmou 1_vji4t78o 1_lkoqga8k 1_ebnfb12i 1_zhsbhh8d 1_dxtfhu0d 1_8djpudpn 1_ae3g6emt 1_kc841i9m",1571839,,1464345467
1_60d45ia7,1,"Presentation test","1_a5fzzm5q 1_awmlysw4 1_urc7mm2l",427,1464346800,1464348429
1_x4g8jtuw,1,00002.mp4,"1_ypah45ml 1_qsfey3kk 1_0d5okuqs 1_58lq7gq7 1_a28l4xri 1_frtg9l7f 1_9ywm09fn 1_cp1xuio7 1_g32u6rd4",1765272,1486321200,1464769074
1_v9wxkc08,1,"Google: advanced search","1_ds9s4v0l 1_pmwrlpuv 1_pdfyj80f 1_7yirvqx5 1_5fm3tlix 1_mgb2uakf 1_i6mor5g5 1_zujwbk27",79694,1581364800,1464770524
1_oz24vuvv,1,"NHS Athens","1_yj0qc787 1_eojzmqxh 1_al3y36a1 1_6dv754ka 1_38av6wun 1_totattq8 1_2vubnpgz 1_wwf3sbct",100450,1534604400,1464771301
1_ck75hmkd,1,"GVS response","1_7pt5l7iq 1_i2260z3r 1_r3yel4h7 1_i7brg6nq 1_3zjkt7zp",3822,1565362800,1465288022
1_t5mfdr6l,1,"Apple intermediate Training For ITS Staff 13 May 2016","1_mgp49ee3 1_wmtn6po6 1_nyo734zh 1_w8dk5vy6 1_qewwftgd 1_vhmei3w8 1_92807r21 1_96d1hs54 1_5ykkfoyr",7650753,1465308000,1465308798
1_mp3punlo,1,"6F5Z2003 (2015-16 cohort) Webinar link_3_0.flv","1_s7u7eio4 1_8u27mzl1 1_smvulcm8",506880,1496235600,1465478348
1_0f5x88xv,1,"MMU and Beyond Student Conference","1_ngegdayv 1_mshnhtfv 1_usogz22d 1_ccpowv59 1_w09963dw 1_dz12feh3 1_jseewbpz 1_7jm1pam7 1_r8extgvt",1274674,1472731200,1465825817
1_b61gkrzh,1,ELTAT.mp4,"1_2o5bfwiw 1_5rmabb7f 1_doc035bs",78334,1494871200,1465904462
1_xdoywdm1,1,"Intermediate PDR Guidance","1_tto5v2kf 1_p0xmqkye 1_phtla7l6 1_6679ur9u 1_cceo5o9b 1_wnjh2ecl",81476,1516431600,1466081317
1_qlwpltc6,1,meaningfulIDs.mp4,"1_se8ak43j 1_frgai5fa 1_ekomoz6s 1_jvsqzuw2 1_sw8jygrf 1_86o15wy5 1_ywl1v0bk 1_c01atz1l 1_byapwx3v",100440,1575586800,1466110272
1_nxlfkh8s,1,"Podcast Intro vr1","1_bmf8qqct 1_bgancn38 1_r57vkdql",5487,1508749200,1466150479
1_fw9fmjwr,1,"Outside for the first time","1_xgjsytos 1_dg23t7wp 1_i7y8cvtl 1_bcdaaca7 1_6bo1ryxw 1_66wx5q7x 1_r8ohhhky 1_hgor7ek0 1_asgp4qw7",41170,1466154000,1466155996
1_2arh5rqh,1,Dummy,"1_hy7gho7f 1_6qvltcxu 1_ewm5eyc5 1_wks1uyvq",3071,1527238800,1466156833
1_263c079m,1,"Tigger and Truffles","1_rhc6n6tk 1_y836zegf 1_yiukpyrr 1_sgjkmmyj 1_28yn7rgy 1_467j3k6i 1_2g34s9ku 1_11z1woo8 1_jluwfpzo",208912,1469196000,1466158522
1_jdibmm27,1,"databases surgery 1","1_nnuk37vv 1_0a4fkhoz 1_zymxy1y4",118168,,1466498745
1_neu7vrrf,1,"Using LexisLibrary's eBook collection","1_qzhftvom 1_2dbymj3n 1_vpaua5jl 1_65jp8s5n 1_vi9zl549 1_z27xbj1m 1_j8hvpv9d 1_7ej7go9r 1_f0dvd46u",139701,,1466522277
1_d548g6f9,1,"LexisLibrary: updating legislation","1_hwvk1dac 1_1b6kazbw 1_ecqvrr92 1_tljpdp7o 1_zia1exay 1_r81n1fxw 1_lbalnlcp 1_v0k6tikk",104056,1466589600,1466522660
1_xvu980nz,1,"pre-lesson classroom","1_cd6r45oy 1_y1jhiey7 1_e6fo7btb 1_vu6n6zp3 1_ko9vcort 1_uv7mfcke 1_n1fjwl7u 1_shrtpz5e 1_gxox5ip6",63382,1481634000,1466581699
1_07luyao7,1,"My Movie_basic video editing","1_k91icjdc 1_5vu0aopk 1_38mpxfvp 1_6hmy1ntv 1_527ar50s 1_nnod22bz 1_bky1qnkm 1_8jopjq83 1_l94fc23w",118216,1466589600,1466586993
1_9d3otzef,1,"My Movie_basic video editing - Quiz","1_rftc95co 1_pqxn1td8 1_c49bm6h7 1_s0qrx2o4 1_0i2flsii 1_ljc3q065 1_x6nsx0jx 1_k21t9dm5 1_p0hg2yni",118216,1489676400,1466597720
1_vd8p1cos,1,"6F5Z2003 (2015/16) Webinar4_Recording_21June16.flv","1_c0do1h06 1_0056vyyz 1_0z05woyq",583680,1518778800,1466599454
1_gg6n0vnt,1,"Gemma Rolfe 14502341 evaluation from scheme of work.mov","1_zj1p5343 1_d5pap5wz 1_aslmgwas 1_v5ih2b3z 1_u5uhb4bb 1_qsnhn3nc",246271,1493798400,1466601382
1_sh7f8pjo,1,"Colaborative Poster (6)","1_vw0cmwo0 1_xcfyggki 1_xb174u7f 1_kydn5xah 1_6xiqzy7z 1_kw51c5gc 1_gzczeqcr 1_bprnxlny 1_shz70io8",16876,1489672800,1466601572
1_b4xrte8c,1,"Textiles Intelligence","1_pcifu8ve 1_eetm5vl1 1_e8nqco02 1_uj51d9qq 1_jrky61b7 1_xyduya4l 1_ttfcj5l2 1_5athoejv 1_q245nd89",149604,1572973200,1466604546
1_hyoh6t7k,1,"resit lecture.wmv","1_awze06fb 1_a55phrfo 1_ua33r2lp",30586,1472295600,1466605904
1_63rjcmr7,1,"Re-sit revision advice.wmv","1_8vi86buf 1_sykkpk2u",53861,1498766400,1466688302
1_pbzxj22p,1,"LexisLibrary: updating case law","1_7kobuoyn 1_815fxy4k 1_n59lrltx 1_1bp95j8f 1_hayehj87 1_ifvbxror 1_czu303to 1_8uosx44h",78496,1491426000,1467036057
1_2atguj9r,1,"Using Westlaw's eBook collection","1_8i5tele7 1_z7b716zj 1_r8cuu2bo 1_vu9lhsy5 1_fv55u4hm 1_ovfzwbwf 1_pfvw7y0g 1_35ns6nzy",104608,,1467036478
1_35tebzjf,1,"Allied and Complementary Medicine: AMED","1_e3akgguf 1_2n69g2qg 1_n2o2t716 1_eprl2cn1 1_aegxfr6a 1_ozo97snf 1_5wfz8qsx 1_141k5w2d",138442,1571299200,1467202667
1_4u0zzjdc,1,"Cochrane Library","1_ken9zry1 1_eavex9dr 1_n4yld2pd 1_dcums4j6 1_g4t5uiih 1_vq3k4t6l 1_5vma1qa6 1_0zicqsgx",180017,1519077600,1467210274
0_a0a7xssq,1,Untitled.mp4,"0_6h09m6rd 0_kyo096ek 0_pbbexfq4 0_p8yg8hdk 0_yiktyy3k 0_ipbmscv5 0_1e5o1ohq 0_f437xazg 0_077ymf66",440112,1467273600,1467239340
1_jvagm0w3,1,camelCase.mov,"1_jqp2zjom 1_xvx97g3k 1_q6in7ecq 1_9h72k6f9 1_ltvaprjc 1_jjq5f4op 1_t253oeb6 1_450nu61m 1_35nbrrnn",167205,1575558000,1467305544
1_ilvdc5m0,1,goodComments.mp4,"1_3ct59lor 1_usjdse75 1_yc4skgyt 1_2z7jxf4v 1_6se9ht3n 1_fd0cdgsx 1_h3jqjxvj 1_7gwu8p5a 1_odr7bfnh",114540,1576242000,1467305899
1_ftipjw7h,1,"Surgery Session 1 (Year 1) 30th June 2016HD.mp4","1_updtswe7 1_eqkkyw4q 1_7uttchb2 1_rjgr0ix7 1_c1iv29ge 1_4jm18dmx 1_ywocyy1i 1_ak6h0efm",1059839,1548273600,1467357637
1_gybxy9fy,1,CINAHL,"1_2fjn6f3m 1_xziix4wt 1_096b22aq 1_ueqifw6y 1_svn8bfue 1_ix8eayox 1_fl6a3t8b 1_6ipihxjd",114449,1516014000,1467644945
1_pzwjs9dm,1,"Westlaw: updating case law","1_66ktsqp7 1_tesnavgo 1_9fnxa753 1_ldw1j0gy 1_d4klhfmz 1_ulta7poz 1_8yplu08t 1_b2wr8hnm",104382,1507485600,1467645097
1_wzlydyzj,1,"Westlaw: updating legislation","1_dv99mjqm 1_3mrwkbgf 1_fu0vd1zs 1_t3lw00zx 1_99lm6b18 1_jh6p3t15 1_p8yu91p5 1_lzo14avu",110107,1507482000,1467645172
1_0rhv1ndt,1,"Finished Video","1_hcc78tb0 1_zcyu5j1a 1_ioq7q31g 1_bkunrd16 1_sllhm3be 1_nrib19e9 1_a5csfa0j 1_h8x0dqsm 1_ns2rides",139620,1493888400,1467791127
1_dn5oy0n4,5,Media1,"1_zacgaks0 1_4pzj7uto 1_i2nuhiba 1_wd4dckn1 1_wyrxcrxb",654,1467792000,1467794265
1_vitvv259,1,"6F5Z2003 (2015-16 cohort) Webinar5_Recording_6thJuly2016","1_iemhya1u 1_otvjpdp3 1_c0o8cwhp",534528,1497697200,1467884372
1_j95r8irq,1,"EQAL- Enhancing the Student Experience (Source) copy","1_il53lxf7 1_yc4st5yp 1_a0y06gzi",59391,1467896400,1467897822
1_01obrscs,1,"Surgery Session 2 (Year 1) 7th July 2016_0_0","1_7iurkyl9 1_rfrqei26 1_kvbko4bt",156056,,1467899062
1_yl088g11,1,"Surgery Session 2 (Year 1) 7th July 2016_0_0","1_r2fd8ues 1_gf40w7w3 1_21lm62lv",156159,1548669600,1467899154
1_or1hx433,1,"Dummystudent01 submission","1_s6hkk6jz 1_8atrjrod 1_yvdrdh5r 1_y51lm0pb 1_u0zlq5bw 1_qrkwtqjm 1_4mqq0edw 1_ofunk7ky 1_329coofq",67448,1531130400,1467980819
1_k1crvmai,1,"6F5Z2003 Reactive intermediates introduction","1_7ema0evn 1_bk1a9w8c 1_3war6gly",407552,1497272400,1467994811
1_3j9l3k0h,1,"Ethics Podcast 1","1_ueqc0n5c 1_aljwch1v",62361,1541898000,1468250216
1_1ey3l4ey,1,"6F5Z2003 (2015-16 cohort) Webinar link_6_0 copy","1_fcyg2hwh 1_r5xt1z2r 1_419bh1e6",204594,1515762000,1468330508
1_i9t7pvlb,1,"6F5Z2003 (2015-16 cohort) Webinar link_6_0","1_3trntwft 1_v6n52udf 1_eozr6b03",204594,,1468331080
1_brjg7tj4,1,"Tor Yip introduction to Augmented Realty","1_oqvvyhva 1_3yxzsvrp 1_8wzdguzj",8999,,1468497411
1_im5k3zc1,1,"MSc Psychology Conversion Award Introducion Powerpoint.","1_ee8ka5sg 1_gvy1zxp2",6880,1573678800,1468532208
1_1myvpdn8,1,"Personalising Westlaw","1_lt6gtyeg 1_4130yow2 1_sluapccp 1_u58uovgm 1_w4eu06ap 1_04jaysys 1_hqgdikeg 1_9b6aru2t",96387,1580328000,1468594306
1_94af65zy,1,"Sociological Abstracts","1_4n0mybdn 1_7b6gs16x 1_8jidcpl9 1_2kyysxu2 1_kpyvsglk 1_e8qa7qrc",71176,1580216400,1468835698
1_s6naisrc,1,"Humanities Index","1_z0v2b0t2 1_7lwil6mw 1_426jydkj 1_6asxjba3 1_rr0sparq 1_osodnleq",74290,1470412800,1468835741
1_3zgt8cn1,1,"Linguistics and Language Behavior Abstracts (LLBA)","1_3mq9fa3k 1_yazo6u45 1_lfolco3v 1_vq6ozdw8 1_0pa74s4l 1_2liqt4ki 1_axnua3vn 1_ha50n9v7",94758,1579993200,1468835825
1_bblxtm8u,1,introduction,"1_y4ymau8d 1_8m7u5dob 1_fg2kxdak",2432,1469012400,1468841644
1_bedrkxi4,1,"planning research","1_qfhg31jp 1_9e57cdkd 1_l08iakmp 1_9vi90bfg 1_2owukhwx 1_nkw0r44d",3087,1480892400,1468842428
1_2fwivj6c,1,"Molecular Orbital Webinar 14072016","1_5gmc7urm 1_w2t8fd90 1_tts3e6cw",203160,1548277200,1468842808
1_ujmjo1hk,1,"What it takes to be a great leader","1_rx9kcbd7 1_xp04d1m3 1_aahgz509 1_0dujvyl8",209611,,1468938205
1_2goq4re3,1,"Qualities To Be A Leader - YouTube","1_qcnm58ku 1_r0p12dls",14560,1474398000,1468939586
1_07ki1bzw,1,"MMU Graduation 2016 Ceremony 02 LQ","1_y3dokwa8 1_xldy01jg 1_28dnkhn0 1_jyllghci",1826816,1581822000,1469008565
1_r84izuuo,1,"MMU Graduation 2016 Ceremony 01 LQ","1_v52mgyil 1_g2w58kgn 1_l5qkxidh 1_a36b5isq",2042880,1583503200,1469010224
1_xjcggumj,1,"Test Kaltura Ingestion","1_ah6f2dqy 1_xwmtufs1 1_f60n8itr 1_sm6e4kt8 1_v0izqxsm 1_g6e16bb9 1_ofi9j73l 1_trm092t8 1_e8dvafpx",308538,,1469013492
1_clunn72f,1,Business1.18_Test-Kaltura-Ingesti_20160720-112740Z,"1_ucqgj4y6 1_soudum8p 1_01n18ap1 1_4xdnysls 1_mpclinmn 1_uasvlzc3 1_lu9d9dxy 1_4fa9aq3x 1_fsmvtayw",59090,,1469014118
1_58a5dm1d,1,Business1.18_55032266_20160720-112922Z,"1_nv3l6nqi 1_2vc0xvio 1_wkonmr7w 1_iougogg9 1_h1hu7lp3 1_5dbx0c66 1_ag6r16eg 1_wxf0bul6 1_ucj5pm95",56900,1473865200,1469014218
1_0v32p2uh,1,"Intro To Japanese Unit","1_q4pzw3zx 1_thbpkecs 1_gg0qt6n7",3071,1469016000,1469017644
1_hbwkpbeq,1,recorded_entry_pid_101013,"1_iqzno3ry 1_j3uxad4g 1_5khmzza2 1_jnudq0b5",1973,1489240800,1469019871
1_e0e54nq2,1,"MMU Graduation 2016 Ceremony 06 LQ","1_45ee0mru 1_clpptp40 1_u1s25z1m 1_hwtqomww",1530880,1581274800,1469036525
1_chakajcc,1,"Applied Social Sciences Index and Abstracts (ASSIA)","1_kp6lg689 1_7fn7ow9p 1_ktf0bmao 1_j4w9o0se 1_c9zzvx59 1_1soirbeg 1_9dsjgsb4 1_bq5j5jgw",112728,1538762400,1469110079
1_nygrjtsp,1,"John Lennon - Imagine HD","1_ltiiomgr 1_8fqw1g32 1_nravdl8y 1_iu00jipr 1_f4ro7x2c 1_c54mm3nf",157694,1471950000,1469144624
1_wmvn26f2,1,"Assessment in HE IM Vidcast 22 July 2017","1_ks29ptol 1_h53t7rbs 1_zbhq9042 1_exjpif7y 1_9rmkyb6e 1_64pm1u3x 1_9h1evlt9 1_yrm4og8d 1_j3bb48xc",202882,1474311600,1469207611
1_o12va018,1,"Enthalpy (Heat changes during chemical reactions)","1_3v5cbowt 1_c13p1q8s 1_urt9kbfg 1_jt7ifyon 1_hy4cx7ie 1_af00dnq5 1_kta5dgrf 1_wjxb5rsx",788376,1548680400,1469435368
1_5v7615t4,1,"Hess Cycles and Calculations","1_m9uxs131 1_re8q9n9w 1_zttrbb5w 1_g707jr3w 1_m0wr601q 1_wk0iqz67 1_b0tlzdg5 1_cc7ek3ca",408267,1534701600,1469436000
1_jru4nv5s,1,"Bond Dissociation Energies","1_f3eomm5l 1_16kjwlc9 1_qdbutofm 1_8fjsykn1 1_yzeud1gd 1_zqiwvc1r 1_mlywc1va 1_u6vf5zgk",506773,1534762800,1469436325
1_jx1nxtj9,1,"Entropy and Gibbs Free Energy","1_smgsv3xm 1_0bkf7sdd 1_79rh2lzo 1_xk9wlj6n 1_15azksbf 1_23xdep63 1_ld0mzqzc 1_3lwcw0xw",841726,1534766400,1469436514
1_epqi90u9,1,"Accessing materials in Moodle","1_trkx5vgb 1_64wfioxe 1_4mlvx84g",17069,1537383600,1469440324
1_j3x4p2tl,1,"Accessing Feedack in  Moodle","1_ztek60cs 1_o5ffl2zy 1_81lyzv3u",10464,1537383600,1469440370
1_ovy3ca4s,1,"Finding Moodle","1_gfpay49p 1_zyquiwlx 1_0xaqq90o",2819,1575903600,1469440406
1_2m6bpkyj,1,"Moodle Navigation","1_vcash8c3 1_r6raz00h 1_q7hitob8",10617,1572814800,1469440441
1_6skdlmua,1,"Submitting an assignment in Moodle","1_n6gxnbtj 1_9ea8u6ko 1_oe921g94",13915,1537383600,1469440465
1_fvpi2atg,1,Business1.18_55110524_20160725-113939Z,"1_8y8jrkm6 1_1eqbe3is 1_pt0aigdg 1_h9carxo7 1_3yfj92qu 1_jllxl1lk 1_kqtn24se 1_wr81jw4g 1_wxlc0h3d",29769,1469444400,1469446819
1_y7o5uugs,5,"Multi Video - 2016 Jul 25 02:38:27","1_srzr6vie 1_dxquyije 1_3fc7x2h0 1_zfspmjvi 1_04l6j2uw",1573,1469455200,1469454002
1_sy24hn6h,5,"Multi Video - 2016 Jul 25 02:49:49","1_25agty5v 1_irqqufyc 1_00ack3wn 1_w82vy47y 1_40sxgrdu",1186,1475006400,1469454603
1_bjfqv30l,5,"Multi Video - 2016 Jul 25 02:40:41","1_lsa3ugv7 1_8cdx1wnv 1_1j44ybkv 1_y2ft5ale 1_t1pfra6p",9449,1469455200,1469454889
1_6n1zj7h7,5,"Multi Video - 2016 Jul 25 02:40:31","1_1o4bxhoy 1_x539svrt 1_evgn6svr 1_tc1oa1wh 1_v5aelt4b",4423,1469455200,1469454917
1_u1t1ecwj,5,"Multi Video - 2016 Jul 25 03:00:32","1_313k3bir 1_0xj2wmlr 1_vcelqyzd 1_bzusdm4m 1_w4ovbz60",517,1475589600,1469455239
1_yrfvmsik,5,"Multi Video - 2016 Jul 25 03:03:08","1_a1epp6ob 1_kouf8vm7 1_jwguvo5g 1_bhb62ean 1_7ygtaoqv",503,,1469455395
1_n106wris,1,"Induction Clare Holdcroft Welcome","1_xl6relzl 1_lakz5n5d 1_spsyoxox 1_hnknfabz 1_ns5pl54s 1_3achi5ss 1_n0zh4jh2 1_eib4rh28 1_zcsurft0",373755,1523613600,1469457264
1_kxr3j2sg,1,"Your Head of Faculty Research Degrees: Jenny Rowley","1_6dj66mdw 1_ynd4499z 1_lbiwir4o 1_5cqykafr 1_cno6p8m5 1_8grrymuj 1_q4ak2y1u 1_51vsbxiy 1_6m9bsz5u",172100,1523343600,1469519072
1_uazj5dg6,1,"Shandon Guthrie: The Student Perspective","1_ryyd3ywz 1_01gjslvp 1_dbmp2ek2 1_1eo038ea 1_p3yqndpf 1_mwkz1by4 1_hq6npo1f 1_v7n4oba6 1_0wk59437",577021,1527008400,1469520506
1_88jsmrcp,1,"Welcome to Induction: Dr Lloyd Strickland","1_clhjij64 1_xmfm9809 1_y0hublnr 1_jofcldir 1_vu8pds3t 1_q1bjin8m 1_ubx0ltfj 1_ck0t7i2d 1_2q9d0ctl",107106,1529935200,1469523422
1_ww43x3mg,1,"Being a Distance Learner","1_v0dpz5g0 1_12t67c7o 1_j2m2ovl7 1_lh3nl7bk 1_ltw9ymt3 1_q27uppl9 1_1kl1ki5m 1_rzi7hp8j 1_p57s8rla",309685,1527008400,1469524223
1_up5londa,1,"Voice of the Supervisors","1_3mqi85tk 1_s30gxaq7 1_4egudzxn 1_kv9lnu71 1_uloxjbj6 1_kl4073ly 1_5ac0ux0s 1_o6ejbavb 1_lswjh5hm",982628,1535533200,1469527130
1_vfwveaam,1,"2015-16-11 Divorce reform podcast 5.mp4 - Quiz","1_5lkvshqq 1_b2j9ksw4 1_s6f657dn 1_e2h2wjt2",524288,1469527200,1469530002
1_v4hezdgo,1,"Find out about Subject Librarians","1_tsneqxx0 1_stu9m5lv 1_x563itq3 1_si1sbryf 1_xj4g6ny8 1_r5v63wgc 1_3ru8hk6t 1_88hxpydi 1_0c7kthv1",287105,1530712800,1469530082
1_i3zpy9kc,1,"Research Support Librarian","1_le2055be 1_jywsjj0g 1_q1ocioev 1_j0pnvl9y 1_2jn5q9qn 1_9a0tx4j9 1_ckywopo2 1_04mrgclk 1_437t4aeu",186353,1530712800,1469537953
1_456kuduw,1,"MMU Graduation 2016 Ceremony 19 LQ","1_t8nqy0ny 1_9aa4cj15 1_om1lz6bo 1_wu6fbwf7",2052096,1577059200,1469634571
1_6nr9975u,1,"Reaction intermediates solutions","1_77ybfsil 1_oqqsbobu 1_py0xroa0",190667,1526983200,1469640411
1_wd3fna15,1,"Organic Nomenclature","1_93grzk5m 1_6j7300qt 1_eu6kv1ya 1_i18y2d6n 1_e799thn4 1_dp7bqwpg",964608,1507816800,1469664519
1_m6jzxfnv,5,"Opinion Writing Resit Audacity x","1_pjn6ybkr 1_qawog1ey 1_zegb4ys1 1_oyuj2axh 1_b92591zp",206642,1488805200,1469705818
1_38zk13b4,1,"planning research - Quiz","1_ra01e123 1_51qp310u 1_lih0t3v1 1_057ihjvc 1_0sv7j0ko 1_s1uq2o36",3087,1474534800,1469708981
1_2dhex0kh,1,recorded_entry_pid_569007,"1_oixf0mxb 1_eqra3rz0 1_ekrmidqx 1_94m13bin",2413,1520326800,1469714973
1_xjpu8xqj,1,"6F5Z2003 (2015-16 cohort) Webinar link_9_0","1_sxajlt0n 1_evjltifo 1_dnaby4ms",392192,1562940000,1469715962
1_zwnqhv9h,1,"Addition reactions of alkenes webinar","1_4rglmc05 1_zvh0woy9 1_u7vfl1f7",135065,1524214800,1469716678
1_f6lcy6s8,1,"3 Minute Thesis Institutional Winner: Ella Cranmer","1_6q0r53sa 1_e8bmjibf 1_ialglhkf 1_uhpa5x6t 1_6okbjisx 1_3i6rmkne 1_rgzcpuw0 1_i5k9b2l6 1_jxssec4m",265816,1548417600,1469717345
1_9hsra0wk,1,"MMU Graduation 2016 Ceremony 22 LQ","1_835w842w 1_dt5js95w 1_yb349q2h 1_t683am63",1988608,1582142400,1469717438
1_adt0t2nx,1,"3 Minute Thesis Runner Up: Jennie Bailey","1_e12kb22t 1_dk9wwz9m 1_12aqm7in 1_dlyj1aov 1_c8jil31x 1_xjyz0rl4 1_vmygje8i 1_fo204i4n 1_xmt2u46p",330135,1548417600,1469777810
1_sdzc4rvu,1,"1920 x 1080.wmv","1_5nvwrmhf 1_glonky5q 1_cjtu3tie 1_1xbtq4ge 1_aow8pd3o 1_w2x7wkc2",247191,,1469803156
1_p4e4gj4h,1,"Aristides Miranda","1_ujtuvui3 1_91u2k5g4 1_iaf2lxcq 1_okc2448g 1_k0drfv68 1_o1qfmwc5 1_35qhl593 1_xl95tarn 1_z32dug04",360443,1472058000,1469815243
1_dn3a8v5t,1,"resit submission video presentation CW2","1_mzecsuu7 1_3w4ht1j8 1_a4s9n2s9 1_rmcmi184",81919,1473634800,1469878729
1_ovoirrwp,1,"Carly Jim Welcome Video","1_fwjoov1q 1_ht8rsz2c 1_b1zr9ih7 1_c4f3fgra 1_12axo4ll 1_t5tsmdry 1_xf5rtj7h 1_vvu7hnur 1_0q8z79ej",41518,1574175600,1469882836
1_5jx4crph,1,"TA Feedback 2016","1_lu6rw6ej 1_yi602utc 1_v1v945sn",24831,1576699200,1469995563
1_q9zhr20u,1,"IPA Activity Feedback 2016","1_lj5yk1x4 1_hctd4uii 1_dj0puaky",43006,1515844800,1469996216
1_vcbtv1ik,1,kk-1,"1_7w4gtgre 1_59150k4k 1_6b97r55z",62360,1506276000,1470037857
1_94zhtnza,1,"Ethics Activity Feedback","1_xyv6fxwx 1_71ja22nn 1_sqqkokvc",5784,1576620000,1470084564
1_swdrrwgr,1,"Brief Introduction To Critical Discourse Analysis","1_7kk0n156 1_oiavlm8i",18287,1581577200,1470087246
1_nowlywp5,1,"Brief Introduction To Critical Discourse Analysis","1_hj2eeh36 1_7fqisxlv",18287,1583496000,1470087721
1_upzpmgw1,1,"Ethics Activity week 2","1_pschjsbh 1_5ihpoyev",9850,1580468400,1470126787
1_mtqq2fbs,1,"Intro to Business","1_xhkenss2 1_k4ycexgf 1_gfe3gp14 1_xe9865ty 1_edyljskw 1_it997of0 1_l532j53j 1_m3o311ez 1_ho2jtwlo",349589,1472058000,1470142947
1_xx173h2t,1,"Harry Chadwick 15075586","1_tx6nltsi 1_al3ymjqq 1_if0qhvr1 1_6x7roryz 1_ro9djwwh 1_d2lllwge 1_99n4ncgo",308528,1472058000,1470159719
1_ad0sto3w,1,"Reflexivity and writing up tips slides","1_mp9iof5v 1_wwn791wr 1_vwof19d4",32326,1515844800,1470168298
1_5rxtq4xs,1,newmanton,"1_rlk9t497 1_21aqvluw 1_wtgbck8r 1_xfyngr2m 1_wa2rguvo 1_egqbu2ql 1_0xucmnf9",157518,1470225600,1470220114
1_0usrj8zm,1,"Unit intro","1_s0kjt9ql 1_pcb37ll8 1_rhxeau3n",68505,1524751200,1470229985
1_6flwidf9,1,bmass1b,"1_8misp3cl 1_uqv7rr1w 1_if31dzt3",82636,1530363600,1470231132
1_in3yxj06,1,intro-1,"1_6f83ocmm 1_3b285fzo 1_gggpuni6",114994,1538121600,1470231389
1_xb5bormu,1,"Justice - a genealogical appoach to my understanding of social justice in education","1_ev6gmq7e 1_uvlhbm36 1_5tcr85w0 1_ihh7r6kr 1_tc798djs",180632,1484175600,1470253445
1_wym29wa8,1,"Grounded Theory Activity Feedback","1_7ouxzlvi 1_tvc9kf9k 1_bxqjfsws",15901,1573916400,1470256565
1_33oj7r8v,1,"Mary Kettle Consultation","1_uqqdgby1 1_oladpzyp 1_c489t6by 1_s0gigkkl 1_83oixzrx 1_cgpabvvd",442058,,1470259594
1_y0ksnqbs,1,"Justice - a genealogical appoach to my understanding of social justice in education - Quiz","1_ddzdoe7z 1_iyaa57zl 1_ogeql7q1 1_8f4kxehj 1_jc7w6cku",180632,1470308400,1470307610
1_w00hk0wo,5,"Multi Video - 2016 Aug 04 01:16:49","1_nzq6oz2v 1_9z77ud14 1_3qu24b9h 1_lsz7s3ju 1_zgmm5oki",1419,,1470313211
